"Country or Area","Year","Value"
"Finland","1997","5885.94184143683"
"Finland","1996","5941.85092021709"
"Finland","1995","6039.96166450546"
"Finland","1994","5840.86990260858"
"Finland","1993","5668.64339121274"
"Finland","1992","5523.83803715244"
"Finland","1991","5943.92322146687"
"Finland","1990","6377.1391918092"
"France","2015","41442.1301572949"
"France","2014","41647.050892269"
"France","2013","40309.0983234665"
"France","2012","40529.1898719349"
"France","2011","40369.7081197215"
"France","2010","41932.3788063125"
"France","2009","44209.0117251277"
"France","2008","45666.8776509353"
"France","2007","46599.6288722569"
"France","2006","46439.308635336"
"France","2005","47546.4468747172"
"France","2004","48406.9116677178"
"France","2003","50087.2587961078"
"France","2002","51863.6475779081"
"France","2001","54637.7612880594"
"France","2000","55037.2426372106"
"France","1999","56588.891349943"
"France","1998","62550.4507940918"
"France","1997","69081.941497804"
"France","1996","68965.7453887214"
"France","1995","67193.1105424693"
"France","1994","65701.0758701399"
"France","1993","65590.9892310708"
"France","1992","66477.6625639178"
"France","1991","66792.3998629447"
"France","1990","66192.2722313354"
"Germany","2015","39078.19491646"
"Germany","2014","38590.32371582"
"Germany","2013","37924.82918308"
"Germany","2012","37353.67121702"
"Germany","2011","38194.5220707"
"Germany","2010","36793.7769149"
"Germany","2009","44807.38211566"
"Germany","2008","45599.01998284"
"Germany","2007","45096.6064423676"
"Germany","2006","43175.4989302324"
"Germany","2005","43455.0609313343"
"Germany","2004","45468.4480117933"
"Germany","2003","43298.4945068495"
"Germany","2002","43677.0567218429"
"Germany","2001","44490.5727112733"
"Germany","2000","43088.3662910715"
"Germany","1999","43053.2669585164"
"Germany","1998","46474.1775107479"
"Germany","1997","59358.4529579061"
"Germany","1996","62238.3533468309"
"Germany","1995","60968.4702099024"
"Germany","1994","61553.5874947139"
"Germany","1993","60694.2819365655"
"Germany","1992","63475.500801597"
"Germany","1991","62497.0459034485"
"Germany","1990","64989.03938444"
"Greece","2015","4506.45656307911"
"Greece","2014","4485.00423020393"
"Greece","2013","4499.27230679358"
"Greece","2012","4796.76629907359"
"Greece","2011","5228.73001984866"
"Greece","2010","5469.46289517818"
"Greece","2009","5267.01901638627"
"Greece","2008","5632.82270974585"
"Greece","2007","5864.0967907326"
"Greece","2006","5763.69677031067"
"Greece","2005","5924.21360324189"
"Greece","2004","6088.42880571458"
"Greece","2003","6085.7471280969"
"Greece","2002","6161.18475728568"
"Greece","2001","6204.93428980129"
"Greece","2000","6328.6428171084"
"Greece","1999","6560.20946872557"
"Greece","1998","6602.04138761906"
"Greece","1997","6675.00131989249"
"Greece","1996","6835.07480117625"
"Greece","1995","6662.97834599873"
"Greece","1994","6458.51622390891"
"Greece","1993","6575.7251673766"
"Greece","1992","7133.99836989579"
"Greece","1991","7289.29793573461"
"Greece","1990","7423.22109275761"
"Hungary","2015","4308.74946826311"
"Hungary","2014","4224.17965298848"
"Hungary","2013","4346.61662093576"
"Hungary","2012","3985.85212919899"
"Hungary","2011","4025.18161327609"
"Hungary","2010","3808.78517584387"
"Hungary","2009","3908.41706481029"
"Hungary","2008","4221.40373123354"
"Hungary","2007","4940.35361838417"
"Hungary","2006","5446.13508524383"
"Hungary","2005","5709.44343206075"
"Hungary","2004","5948.48169981746"
"Hungary","2003","5102.60899593103"
"Hungary","2002","5106.44681989257"
"Hungary","2001","5841.03911612956"
"Hungary","2000","5367.24351983399"
"Hungary","1999","5012.14441800133"
"Hungary","1998","5217.0213541435"
"Hungary","1997","5304.42088752797"
"Hungary","1996","5314.49412555352"
"Hungary","1995","4741.74460027763"
"Hungary","1994","5549.64929058705"
"Hungary","1993","4608.57225697527"
"Hungary","1992","4398.73479252965"
"Hungary","1991","5621.87146558502"
"Hungary","1990","8315.20712417072"
"Iceland","2015","319.907089640021"
"Iceland","2014","339.92143298974"
"Iceland","2013","313.950524313154"
"Iceland","2012","319.368768827908"
"Iceland","2011","295.950963801396"
"Iceland","2010","319.261715332344"
"Iceland","2009","331.466475701924"
"Iceland","2008","356.753864680732"
"Iceland","2007","352.93570167262"
"Iceland","2006","339.881992778246"
"Iceland","2005","323.316638279576"
"Iceland","2004","318.671797822264"
"Iceland","2003","319.446767101462"
"Iceland","2002","324.470557134928"
"Iceland","2001","351.549700481636"
"Iceland","2000","358.072142397378"
"Iceland","1999","380.125106706902"
"Iceland","1998","365.234597175482"
"Iceland","1997","365.3670583069"
"Iceland","1996","368.0662895758"
"Iceland","1995","352.610751292256"
"Iceland","1994","358.150894376704"
"Iceland","1993","354.3686409336"
"Iceland","1992","344.653971557728"
"Iceland","1991","365.974138840304"
"Iceland","1990","378.454408962144"
"Ireland","2015","7079.19951790276"
"Ireland","2014","7048.96386639683"
"Ireland","2013","7112.48210545686"
"Ireland","2012","6747.88363388404"
"Ireland","2011","6649.61975752335"
"Ireland","2010","7069.56666582936"
"Ireland","2009","6901.15073225411"
"Ireland","2008","6990.4661404091"
"Ireland","2007","6993.06854751092"
"Ireland","2006","7185.86348751692"
"Ireland","2005","7422.80130894673"
"Ireland","2004","7605.65881577351"
"Ireland","2003","7714.30553957725"
"Ireland","2002","7858.54395180746"
"Ireland","2001","8204.975848312"
"Ireland","2000","8635.21274569939"
"Ireland","1999","8988.61383680628"
"Ireland","1998","9245.92741920431"
"Ireland","1997","8827.55188796766"
"Ireland","1996","8827.18091807628"
"Ireland","1995","8698.32258411794"
"Ireland","1994","8466.0970603109"
"Ireland","1993","8249.66067335647"
"Ireland","1992","8241.62682567412"
"Ireland","1991","8238.0401855376"
"Ireland","1990","8423.42419241581"
"Italy","2015","18202.9797625978"
"Italy","2014","18152.7713272476"
"Italy","2013","18644.9998534102"
"Italy","2012","19607.5790356313"
"Italy","2011","18990.4252310731"
"Italy","2010","19536.7698365799"
"Italy","2009","20299.9622597912"
"Italy","2008","21430.6816038821"
"Italy","2007","22969.6836023863"
"Italy","2006","23417.1498758602"
"Italy","2005","28318.8709207227"
"Italy","2004","29536.60361199"
"Italy","2003","28768.449826729"
"Italy","2002","28964.3172473379"
"Italy","2001","29655.3642144154"
"Italy","2000","29346.56364716"
"Italy","1999","30186.1314693185"
"Italy","1998","29622.1380720452"
"Italy","1997","29394.7751385956"
"Italy","1996","28382.8286317221"
"Italy","1995","28317.7265897788"
"Italy","1994","27257.6260054034"
"Italy","1993","27863.4119555735"
"Italy","1992","27385.4756586052"
"Italy","1991","27897.799655989"
"Italy","1990","26949.356907086"
"Japan","2015","20829.5887108569"
"Japan","2014","20945.0987439644"
"Japan","2013","21400.0638392325"
"Japan","2012","21351.005295375"
"Japan","2011","21785.9674839167"
"Japan","2010","22318.1973396446"
"Japan","2009","22689.7830100071"
"Japan","2008","23263.9989454651"
"Japan","2007","24191.0089119831"
"Japan","2006","24796.0459114388"
"Japan","2005","24829.1139772742"
"Japan","2004","25234.5409438961"
"Japan","2003","25243.3247891901"
"Japan","2002","25443.3132401128"
"Japan","2001","25990.5665747595"
"Japan","2000","29561.4108624171"
"Japan","1999","27033.2478747227"
"Japan","1998","33186.1534483745"
"Japan","1997","34780.0901792243"
"Japan","1996","33981.8494824622"
"Japan","1995","32860.5920134666"
"Japan","1994","32558.7782554966"
"Japan","1993","31251.0436319633"
"Japan","1992","31358.8455624324"
"Japan","1991","31218.75809536"
"Japan","1990","31517.5768133021"
"Latvia","2015","1942.25123107961"
"Latvia","2014","1867.86509224243"
"Latvia","2013","1807.60457027185"
"Latvia","2012","1773.60676430424"
"Latvia","2011","1683.24542332902"
"Latvia","2010","1674.21278006038"
"Latvia","2009","1642.8824449841"
"Latvia","2008","1619.06713498358"
"Latvia","2007","1628.75394853894"
"Latvia","2006","1574.14093649913"
"Latvia","2005","1563.25340350216"
"Latvia","2004","1506.98890891562"
"Latvia","2003","1515.18215721049"
"Latvia","2002","1461.60264522707"
"Latvia","2001","1498.28453941929"
"Latvia","2000","1404.85444950007"
"Latvia","1999","1379.6607367614"
"Latvia","1998","1446.63801384631"
"Latvia","1997","1488.79183099469"
"Latvia","1996","1480.77120040037"
"Latvia","1995","1461.52573530775"
"Latvia","1994","1602.61126919761"
"Latvia","1993","1758.5802849101"
"Latvia","1992","2173.21312119246"
"Latvia","1991","2676.91169400225"
"Latvia","1990","2821.76541080097"
"Liechtenstein","2015","9.84578706048352"
"Liechtenstein","2014","9.86597596028172"
"Liechtenstein","2013","9.96573172833272"
"Liechtenstein","2012","10.2241753632897"
"Liechtenstein","2011","10.2959864337706"
"Liechtenstein","2010","9.90004660664658"
"Liechtenstein","2009","10.1405629879909"
"Liechtenstein","2008","10.2640116327267"
"Liechtenstein","2007","10.0884255972381"
"Liechtenstein","2006","10.0334891924792"
"Liechtenstein","2005","9.85484063422564"
"Liechtenstein","2004","9.71438827609866"
"Liechtenstein","2003","10.0431178087366"
"Liechtenstein","2002","10.0402807555371"
"Liechtenstein","2001","9.90329182358016"
"Liechtenstein","2000","9.84696536418002"
"Liechtenstein","1999","9.9887479147261"
"Liechtenstein","1998","10.2439516677035"
"Liechtenstein","1997","10.5633905380973"
"Liechtenstein","1996","10.5589480012677"
"Liechtenstein","1995","10.6227856804528"
"Liechtenstein","1994","10.7301690356855"
"Liechtenstein","1993","10.7795547324214"
"Liechtenstein","1992","11.0240180843285"
"Liechtenstein","1991","11.1158083999378"
"Liechtenstein","1990","10.9007005416829"
"Lithuania","2015","3093.93738761191"
"Lithuania","2014","3106.10251107491"
"Lithuania","2013","3004.43542866773"
"Lithuania","2012","3240.2376583767"
"Lithuania","2011","3471.64369560671"
"Lithuania","2010","3143.50075959922"
"Lithuania","2009","3233.50122544379"
"Lithuania","2008","5347.5672479127"
"Lithuania","2007","5660.19659143251"
"Lithuania","2006","4924.48080149468"
"Lithuania","2005","4992.74232739013"
"Lithuania","2004","4716.72276255095"
"Lithuania","2003","4488.81495419661"
"Lithuania","2002","4353.31624882854"
"Lithuania","2001","4093.38420869006"
"Lithuania","2000","3931.19851816061"
"Lithuania","1999","3698.48294917216"
"Lithuania","1998","3704.73743463126"
"Lithuania","1997","3434.13077391531"
"Lithuania","1996","3311.92064849622"
"Lithuania","1995","2866.12783946075"
"Lithuania","1994","2870.40320111953"
"Lithuania","1993","3203.78740364458"
"Lithuania","1992","3654.89681188706"
"Lithuania","1991","5363.7041008466"
"Lithuania","1990","5279.69015241639"
"Luxembourg","2015","265.557649106371"
"Luxembourg","2014","268.388511685349"
"Luxembourg","2013","273.540069460895"
"Luxembourg","2012","268.890575419408"
"Luxembourg","2011","281.562733616026"
"Luxembourg","2010","271.494525286368"
"Luxembourg","2009","266.496076849324"
"Luxembourg","2008","268.699917525462"
"Luxembourg","2007","261.262361195552"
"Luxembourg","2006","258.206193487129"
"Luxembourg","2005","259.540449583232"
"Luxembourg","2004","272.158835997161"
"Luxembourg","2003","251.463211921869"
"Luxembourg","2002","269.448965816705"
"Luxembourg","2001","269.79452418163"
"Luxembourg","2000","286.208972470772"
"Luxembourg","1999","286.56131014822"
"Luxembourg","1998","283.896815258489"
"Luxembourg","1997","282.910068016616"
"Luxembourg","1996","285.307888627451"
"Luxembourg","1995","285.107126177158"
"Luxembourg","1994","281.171056638397"
"Luxembourg","1993","282.567638346216"
"Luxembourg","1992","285.824884782495"
"Luxembourg","1991","295.940836036384"
"Luxembourg","1990","282.56434638784"
"Malta","2015","44.7448515571499"
"Malta","2014","46.1204322698657"
"Malta","2013","45.5808123847141"
"Malta","2012","47.2996488333149"
"Malta","2011","48.1034507710206"
"Malta","2010","53.9661652657627"
"Malta","2009","54.5129319739838"
"Malta","2008","56.9133462751149"
"Malta","2007","59.0412369701377"
"Malta","2006","58.2926453666462"
"Malta","2005","58.0182850157987"
"Malta","2004","60.19903338909"
"Malta","2003","61.0414550620835"
"Malta","2002","59.4895711760089"
"Malta","2001","58.1665268370586"
"Malta","2000","61.2555837328545"
"Malta","1999","59.9589374324543"
"Malta","1998","59.4351014694046"
"Malta","1997","59.3153141796049"
"Malta","1996","59.0377764400032"
"Malta","1995","59.3676036149582"
"Malta","1994","61.1470977784979"
"Malta","1993","60.9489061318613"
"Malta","1992","59.4839797179819"
"Malta","1991","58.0482005876845"
"Malta","1990","56.3403704934278"
"Monaco","2015","3.7587041607588"
"Monaco","2014","4.09318899671396"
"Monaco","2013","4.49897933328828"
"Monaco","2012","4.42665457510988"
"Monaco","2011","4.22511080256166"
"Monaco","2010","4.32952761909508"
"Monaco","2009","4.42009415440802"
"Monaco","2008","4.3398240028206"
"Monaco","2007","4.41808469499282"
"Monaco","2006","3.49545528125816"
"Monaco","2005","3.23070433519814"
"Monaco","2004","3.3773263821158"
"Monaco","2003","3.50849521514336"
"Monaco","2002","3.65871946640196"
"Monaco","2001","3.71805884336784"
"Monaco","2000","3.48371994613954"
"Monaco","1999","3.28348801225896"
"Monaco","1998","3.1648164950784"
"Monaco","1997","3.14819111472134"
"Monaco","1996","2.91706098052766"
"Monaco","1995","2.68769382417096"
"Monaco","1994","2.57858689154972"
"Monaco","1993","2.3465214146151"
"Monaco","1992","2.06026827971132"
"Monaco","1991","1.93637803263462"
"Monaco","1990","1.64555106483988"
"Netherlands","2015","8331.86912059594"
"Netherlands","2014","8065.33123605864"
"Netherlands","2013","7960.14154971566"
"Netherlands","2012","7753.80572946624"
"Netherlands","2011","7933.24555341733"
"Netherlands","2010","8125.93340472529"
"Netherlands","2009","8427.69100719797"
"Netherlands","2008","8636.04978851228"
"Netherlands","2007","12416.3523717516"
"Netherlands","2006","14058.6452614149"
"Netherlands","2005","14155.2839093918"
"Netherlands","2004","14248.0526280622"
"Netherlands","2003","13804.3959408212"
"Netherlands","2002","13924.1950633508"
"Netherlands","2001","14733.6464826794"
"Netherlands","2000","15711.1411282139"
"Netherlands","1999","16247.0993874118"
"Netherlands","1998","16922.362074177"
"Netherlands","1997","17502.5683486328"
"Netherlands","1996","17774.5245390967"
"Netherlands","1995","17741.0817299116"
"Netherlands","1994","17873.0099684938"
"Netherlands","1993","18378.029092154"
"Netherlands","1992","18096.3309188308"
"Netherlands","1991","17857.6288403265"
"Netherlands","1990","17687.112664351"
"New Zealand","2015","8451.85417990501"
"New Zealand","2014","8400.68622595474"
"New Zealand","2013","8242.24486934664"
"New Zealand","2012","8216.36272425533"
"New Zealand","2011","8026.99835571448"
"New Zealand","2010","7782.56146147169"
"New Zealand","2009","7665.89335447377"
"New Zealand","2008","7735.11316190421"
"New Zealand","2007","7729.54793686615"
"New Zealand","2006","8063.08617150921"
"New Zealand","2005","8149.1175349457"
"New Zealand","2004","8070.39420541283"
"New Zealand","2003","7982.78717048453"
"New Zealand","2002","7733.25866365901"
"New Zealand","2001","7482.4338877641"
"New Zealand","2000","7152.92518982764"
"New Zealand","1999","6737.22196516895"
"New Zealand","1998","6657.62995134112"
"New Zealand","1997","6751.82145345413"
"New Zealand","1996","6592.69857552841"
"New Zealand","1995","6466.82886988661"
"New Zealand","1994","6224.70265735478"
"New Zealand","1993","6036.36542717726"
"New Zealand","1992","5844.29654226473"
"New Zealand","1991","5782.30702289852"
"New Zealand","1990","5693.06420096898"
"Norway","2015","2617.32250110697"
"Norway","2014","2578.00487729344"
"Norway","2013","2584.44198866881"
"Norway","2012","2633.15784183817"
"Norway","2011","2608.60023889131"
"Norway","2010","2621.64631883694"
"Norway","2009","2705.97149145609"
"Norway","2008","3251.55246345377"
"Norway","2007","3692.33160253525"
"Norway","2006","3862.82209785922"
"Norway","2005","4196.16445259407"
"Norway","2004","4126.93470379593"
"Norway","2003","3975.06174383542"
"Norway","2002","4117.65376909032"
"Norway","2001","3871.476459554"
"Norway","2000","3940.34426825201"
"Norway","1999","4144.46281012766"
"Norway","1998","3921.16401295842"
"Norway","1997","3835.36981517034"
"Norway","1996","3849.6793637566"
